"timestamp","A","B","C","q1_yesno","which","both"
"2025-11-05 15:59:20","Plate003/003008.zip","Plate002/013020.zip","Plate003/002015.zip","no","",""
"2025-11-05 15:59:26","Plate004/009017.zip","Plate005/005015.zip","Plate004/004010.zip","no","",""
"2025-11-05 15:59:30","Plate001/016016.zip","Plate004/003003.zip","Plate004/008010.zip","no","",""
"2025-11-05 15:59:34","Plate001/016012.zip","Plate007/007010.zip","Plate004/016015.zip","no","",""
"2025-11-05 15:59:43","Plate005/006012.zip","Plate002/012024.zip","Plate007/014008.zip","yes","B",""
"2025-11-05 15:59:46","Plate009/003012.zip","Plate009/009017.zip","Plate009/007006.zip","no","",""
"2025-11-05 15:59:50","Plate002/003017.zip","Plate006/012014.zip","Plate008/002018.zip","no","",""
"2025-11-05 16:00:15","Plate003/008013.zip","Plate005/009024.zip","Plate008/008020.zip","yes","both","different"
"2025-11-05 16:01:01","Plate008/005016.zip","Plate008/013007.zip","Plate002/007024.zip","yes","C",""
"2025-11-05 16:01:07","Plate009/006016.zip","Plate003/001001.zip","Plate002/014010.zip","no","",""
"2025-11-05 16:01:10","Plate001/007022.zip","Plate002/001024.zip","Plate005/001015.zip","no","",""
"2025-11-05 16:01:15","Plate007/015020.zip","Plate007/013004.zip","Plate003/006017.zip","no","",""
"2025-11-05 16:01:20","Plate009/011009.zip","Plate003/016014.zip","Plate006/016017.zip","no","",""
"2025-11-05 16:01:27","Plate003/002019.zip","Plate009/014002.zip","Plate002/007013.zip","yes","B",""
"2025-11-05 16:01:39","Plate006/016020.zip","Plate003/008012.zip","Plate005/016001.zip","no","",""
"2025-11-05 16:01:43","Plate009/002011.zip","Plate005/007020.zip","Plate006/002001.zip","no","",""
"2025-11-05 16:01:47","Plate007/015006.zip","Plate006/016006.zip","Plate002/012008.zip","no","",""
"2025-11-05 16:01:51","Plate007/005008.zip","Plate007/005019.zip","Plate006/007011.zip","no","",""
"2025-11-05 16:01:54","Plate001/005007.zip","Plate005/006015.zip","Plate003/004014.zip","no","",""
"2025-11-05 16:01:58","Plate002/011003.zip","Plate003/010014.zip","Plate001/003022.zip","no","",""
"2025-11-05 16:02:01","Plate007/013007.zip","Plate007/014015.zip","Plate008/014014.zip","no","",""
"2025-11-05 16:02:04","Plate006/008022.zip","Plate005/010015.zip","Plate001/004021.zip","no","",""
"2025-11-05 16:02:07","Plate006/016002.zip","Plate005/005018.zip","Plate004/002020.zip","no","",""
"2025-11-05 16:02:10","Plate003/006011.zip","Plate009/009005.zip","Plate001/010016.zip","no","",""
"2025-11-05 16:02:13","Plate003/002010.zip","Plate006/002002.zip","Plate006/016015.zip","no","",""
"2025-11-05 16:02:17","Plate002/016022.zip","Plate006/014019.zip","Plate003/010021.zip","no","",""
"2025-11-05 16:02:21","Plate004/006005.zip","Plate009/010017.zip","Plate004/007015.zip","no","",""
"2025-11-05 16:02:29","Plate008/010005.zip","Plate006/003021.zip","Plate009/006002.zip","yes","C",""
"2025-11-05 16:02:43","Plate007/008001.zip","Plate008/006005.zip","Plate007/004003.zip","yes","both","equal"
"2025-11-05 16:04:32","Plate004/010001.zip","Plate003/001010.zip","Plate008/007002.zip","yes","both","different"
"2025-11-05 16:04:45","Plate003/015012.zip","Plate002/009001.zip","Plate006/012010.zip","yes","B",""
"2025-11-05 16:04:50","Plate003/005011.zip","Plate002/005018.zip","Plate008/006011.zip","no","",""
"2025-11-05 16:05:03","Plate009/006022.zip","Plate007/005024.zip","Plate005/013023.zip","yes","both","different"
"2025-11-05 16:05:07","Plate003/015003.zip","Plate007/012008.zip","Plate007/003012.zip","no","",""
"2025-11-05 16:05:13","Plate008/015014.zip","Plate007/001003.zip","Plate008/010024.zip","yes","C",""
"2025-11-05 16:05:20","Plate008/011024.zip","Plate003/011010.zip","Plate004/008014.zip","yes","both","equal"
"2025-11-05 16:05:25","Plate007/001011.zip","Plate009/002006.zip","Plate002/007015.zip","no","",""
"2025-11-05 16:05:34","Plate008/015002.zip","Plate009/001004.zip","Plate002/007017.zip","yes","both","equal"
"2025-11-05 16:05:40","Plate006/006016.zip","Plate001/005001.zip","Plate005/014019.zip","yes","B",""
"2025-11-05 16:05:44","Plate001/002007.zip","Plate005/012021.zip","Plate002/002023.zip","no","",""
"2025-11-05 16:05:48","Plate006/015010.zip","Plate004/013019.zip","Plate006/007009.zip","no","",""
"2025-11-05 16:05:57","Plate001/008003.zip","Plate004/001014.zip","Plate009/014008.zip","no","",""
"2025-11-05 16:06:01","Plate003/012007.zip","Plate006/010018.zip","Plate006/009016.zip","no","",""
"2025-11-05 16:06:11","Plate008/014024.zip","Plate008/005019.zip","Plate006/016019.zip","yes","both","equal"
"2025-11-05 16:06:23","Plate002/010013.zip","Plate007/011018.zip","Plate008/011011.zip","no","",""
"2025-11-05 16:06:26","Plate006/003010.zip","Plate002/010014.zip","Plate007/016005.zip","no","",""
"2025-11-05 16:06:31","Plate003/005014.zip","Plate009/008012.zip","Plate004/009006.zip","no","",""
"2025-11-05 16:06:35","Plate006/003016.zip","Plate009/013010.zip","Plate001/012020.zip","no","",""
"2025-11-05 16:06:49","Plate006/012002.zip","Plate006/005020.zip","Plate009/003018.zip","yes","both","equal"
"2025-11-05 16:06:56","Plate001/014019.zip","Plate007/015013.zip","Plate002/012008.zip","no","",""
"2025-11-05 16:07:00","Plate006/003008.zip","Plate001/009020.zip","Plate004/014012.zip","no","",""
"2025-11-05 16:07:03","Plate009/008014.zip","Plate007/013015.zip","Plate005/010018.zip","no","",""
"2025-11-05 16:07:09","Plate005/011011.zip","Plate003/001004.zip","Plate002/005024.zip","yes","C",""
"2025-11-05 16:07:14","Plate006/003009.zip","Plate002/009002.zip","Plate002/007016.zip","yes","B",""
"2025-11-05 16:13:16","Plate005/013021.zip","Plate005/005007.zip","Plate009/010007.zip","no","",""
"2025-11-05 16:17:23","Plate003/001012.zip","Plate006/003017.zip","Plate003/010007.zip","no","",""
"2025-11-05 16:33:04","Plate003/008004.zip","Plate001/016020.zip","Plate007/010023.zip","yes","C",""
"2025-11-05 16:36:08","Plate007/004002.zip","Plate005/012011.zip","Plate002/002008.zip","yes","both","equal"
"2025-11-05 16:36:20","Plate002/010005.zip","Plate006/009015.zip","Plate003/015017.zip","no","",""
"2025-11-05 16:36:25","Plate001/011003.zip","Plate004/016021.zip","Plate003/001003.zip","no","",""
"2025-11-05 16:36:28","Plate005/008013.zip","Plate008/008006.zip","Plate005/008015.zip","no","",""
"2025-11-05 16:36:32","Plate002/014009.zip","Plate001/015020.zip","Plate009/016003.zip","no","",""
"2025-11-05 16:36:36","Plate007/012014.zip","Plate007/001024.zip","Plate007/015007.zip","no","",""
"2025-11-05 16:36:40","Plate004/004013.zip","Plate005/014005.zip","Plate007/014012.zip","no","",""
"2025-11-05 16:36:43","Plate004/010003.zip","Plate001/014015.zip","Plate008/015019.zip","no","",""
"2025-11-05 16:36:46","Plate009/008022.zip","Plate004/011019.zip","Plate007/013004.zip","no","",""
"2025-11-05 16:36:49","Plate008/002008.zip","Plate006/015011.zip","Plate007/016007.zip","no","",""
"2025-11-05 16:36:56","Plate007/008007.zip","Plate003/004004.zip","Plate002/007016.zip","no","",""
"2025-11-05 16:36:59","Plate004/016003.zip","Plate005/001018.zip","Plate002/014003.zip","no","",""
"2025-11-05 16:37:03","Plate008/013002.zip","Plate004/001018.zip","Plate001/015019.zip","no","",""
"2025-11-05 16:37:06","Plate009/005008.zip","Plate008/011003.zip","Plate007/012018.zip","no","",""
"2025-11-05 16:37:12","Plate001/015007.zip","Plate004/012011.zip","Plate008/009013.zip","no","",""
"2025-11-05 16:37:17","Plate008/009005.zip","Plate004/005015.zip","Plate004/012022.zip","yes","C",""
"2025-11-05 16:37:22","Plate002/006016.zip","Plate006/009004.zip","Plate009/003004.zip","no","",""
"2025-11-05 16:37:28","Plate002/007001.zip","Plate007/010011.zip","Plate009/013013.zip","yes","both","equal"
"2025-11-05 16:37:32","Plate005/016001.zip","Plate003/015008.zip","Plate005/014003.zip","no","",""
"2025-11-05 16:37:37","Plate001/002003.zip","Plate002/013008.zip","Plate006/009012.zip","no","",""
"2025-11-05 16:38:08","Plate007/015005.zip","Plate004/006002.zip","Plate006/015012.zip","yes","B",""
"2025-11-05 16:38:12","Plate003/013005.zip","Plate007/010017.zip","Plate007/014010.zip","no","",""
"2025-11-05 16:38:18","Plate001/009013.zip","Plate007/006003.zip","Plate001/010013.zip","no","",""
"2025-11-05 16:38:25","Plate005/003011.zip","Plate002/003020.zip","Plate009/015023.zip","yes","both","different"
"2025-11-05 16:38:29","Plate007/015010.zip","Plate006/002008.zip","Plate002/002011.zip","no","",""
"2025-11-05 16:38:51","Plate007/001003.zip","Plate002/003016.zip","Plate006/006018.zip","no","",""
"2025-11-05 16:38:56","Plate001/014022.zip","Plate007/003003.zip","Plate003/012015.zip","no","",""
"2025-11-05 16:39:07","Plate004/002016.zip","Plate002/001003.zip","Plate006/011017.zip","no","",""
"2025-11-05 16:39:11","Plate002/004022.zip","Plate007/009003.zip","Plate007/014019.zip","no","",""
"2025-11-05 16:39:14","Plate007/013021.zip","Plate007/016008.zip","Plate008/001021.zip","no","",""
"2025-11-05 16:39:20","Plate004/006019.zip","Plate001/010013.zip","Plate005/003023.zip","yes","C",""
"2025-11-05 16:39:23","Plate004/004007.zip","Plate006/012012.zip","Plate005/005016.zip","no","",""
"2025-11-05 16:39:26","Plate001/009022.zip","Plate004/014018.zip","Plate001/012008.zip","no","",""
"2025-11-05 16:39:47","Plate002/004002.zip","Plate005/004010.zip","Plate008/004010.zip","yes","both","equal"
"2025-11-05 16:39:51","Plate001/001006.zip","Plate001/001024.zip","Plate006/010016.zip","no","",""
"2025-11-05 16:39:57","Plate007/014023.zip","Plate008/011001.zip","Plate006/004019.zip","yes","both","different"
"2025-11-05 16:40:03","Plate001/009010.zip","Plate003/010012.zip","Plate009/012017.zip","yes","both","equal"
"2025-11-05 16:40:13","Plate006/005001.zip","Plate002/007010.zip","Plate004/007002.zip","yes","both","different"
"2025-11-05 16:40:18","Plate002/010019.zip","Plate003/012015.zip","Plate009/010013.zip","no","",""
"2025-11-05 16:40:25","Plate005/010013.zip","Plate007/006024.zip","Plate003/015004.zip","yes","B",""
"2025-11-05 16:40:30","Plate003/005011.zip","Plate008/009014.zip","Plate008/010019.zip","no","",""
"2025-11-05 16:40:35","Plate005/001012.zip","Plate007/013019.zip","Plate005/009011.zip","no","",""
"2025-11-05 16:40:38","Plate007/003010.zip","Plate002/001007.zip","Plate003/013017.zip","no","",""
"2025-11-05 16:40:41","Plate008/014015.zip","Plate006/015004.zip","Plate007/001021.zip","no","",""
"2025-11-05 16:40:43","Plate005/014002.zip","Plate001/016007.zip","Plate009/002005.zip","no","",""
"2025-11-05 16:40:52","Plate006/003015.zip","Plate007/004015.zip","Plate008/016004.zip","no","",""
"2025-11-05 16:40:55","Plate009/004019.zip","Plate007/013019.zip","Plate003/016011.zip","no","",""
"2025-11-05 16:41:03","Plate007/011024.zip","Plate004/003001.zip","Plate003/009013.zip","yes","both","different"
"2025-11-05 16:41:10","Plate006/003023.zip","Plate003/005011.zip","Plate003/005001.zip","yes","B",""
"2025-11-05 16:41:14","Plate009/009008.zip","Plate006/013018.zip","Plate009/015015.zip","no","",""
"2025-11-05 16:41:18","Plate005/004005.zip","Plate009/002014.zip","Plate005/016002.zip","no","",""
"2025-11-05 16:41:21","Plate008/014018.zip","Plate002/015018.zip","Plate007/009022.zip","no","",""
"2025-11-05 16:41:24","Plate002/009015.zip","Plate003/013012.zip","Plate008/012022.zip","no","",""
"2025-11-05 16:41:26","Plate006/008022.zip","Plate009/008013.zip","Plate005/003023.zip","no","",""
"2025-11-05 16:41:43","Plate008/008009.zip","Plate008/007002.zip","Plate004/013024.zip","yes","both","different"
"2025-11-05 16:41:58","Plate009/014024.zip","Plate001/011022.zip","Plate006/006007.zip","yes","both","equal"
"2025-11-05 16:42:04","Plate003/001018.zip","Plate004/008014.zip","Plate005/002023.zip","no","",""
"2025-11-05 16:42:08","Plate009/001019.zip","Plate006/013004.zip","Plate003/012009.zip","no","",""
"2025-11-05 16:42:12","Plate009/011021.zip","Plate002/014006.zip","Plate003/009013.zip","no","",""
"2025-11-05 16:42:15","Plate002/007004.zip","Plate002/003010.zip","Plate001/016004.zip","no","",""
"2025-11-05 16:42:21","Plate003/011024.zip","Plate008/015023.zip","Plate009/010021.zip","yes","both","different"
"2025-11-05 16:42:29","Plate008/015006.zip","Plate002/010009.zip","Plate002/010005.zip","no","",""
"2025-11-05 16:42:37","Plate007/016001.zip","Plate007/014009.zip","Plate001/006001.zip","yes","C",""
"2025-11-05 16:42:45","Plate004/010018.zip","Plate006/012002.zip","Plate004/002019.zip","yes","B",""
"2025-11-05 16:42:48","Plate004/014019.zip","Plate006/005003.zip","Plate006/011022.zip","no","",""
"2025-11-05 16:42:53","Plate007/002007.zip","Plate009/013021.zip","Plate003/010021.zip","no","",""
"2025-11-05 16:42:57","Plate001/016016.zip","Plate009/003008.zip","Plate006/005005.zip","no","",""
"2025-11-05 16:43:00","Plate002/016023.zip","Plate008/016010.zip","Plate001/008020.zip","no","",""
"2025-11-05 16:43:02","Plate005/009004.zip","Plate005/014022.zip","Plate005/003005.zip","no","",""
"2025-11-05 16:43:05","Plate007/005014.zip","Plate007/010007.zip","Plate007/013011.zip","no","",""
"2025-11-05 16:43:13","Plate001/014021.zip","Plate006/010001.zip","Plate009/015021.zip","yes","B",""
"2025-11-05 16:43:21","Plate006/004021.zip","Plate004/008016.zip","Plate008/014023.zip","yes","C",""
"2025-11-05 16:43:29","Plate008/010003.zip","Plate006/001002.zip","Plate006/014024.zip","yes","C",""
"2025-11-05 16:43:32","Plate001/015018.zip","Plate007/013015.zip","Plate006/004006.zip","no","",""
"2025-11-05 16:43:37","Plate008/004008.zip","Plate006/007001.zip","Plate002/009021.zip","yes","B",""
"2025-11-05 16:43:51","Plate001/015004.zip","Plate005/008007.zip","Plate005/011013.zip","no","",""
"2025-11-05 16:43:56","Plate003/007010.zip","Plate009/014005.zip","Plate001/012004.zip","no","",""
"2025-11-05 16:44:04","Plate006/006003.zip","Plate002/012017.zip","Plate004/005024.zip","yes","C",""
"2025-11-05 16:44:19","Plate004/008022.zip","Plate005/013021.zip","Plate002/006004.zip","no","",""
"2025-11-05 16:44:23","Plate007/010003.zip","Plate006/012018.zip","Plate005/003014.zip","no","",""
"2025-11-05 16:44:26","Plate003/005008.zip","Plate004/004003.zip","Plate009/008014.zip","no","",""
"2025-11-05 16:44:30","Plate004/005022.zip","Plate008/001005.zip","Plate004/011023.zip","yes","C",""
"2025-11-05 16:44:34","Plate008/010012.zip","Plate009/013016.zip","Plate001/006022.zip","no","",""
"2025-11-05 16:44:41","Plate007/015023.zip","Plate006/002022.zip","Plate005/004015.zip","yes","both","equal"
"2025-11-05 16:46:13","Plate003/015004.zip","Plate006/006014.zip","Plate002/016024.zip","no","",""
"2025-11-05 16:46:21","Plate005/003017.zip","Plate005/015006.zip","Plate001/006019.zip","no","",""
"2025-11-05 16:46:27","Plate005/012002.zip","Plate008/013021.zip","Plate002/015013.zip","yes","both","equal"
"2025-11-05 16:46:32","Plate007/014011.zip","Plate007/015015.zip","Plate009/003016.zip","no","",""
"2025-11-05 16:46:35","Plate005/001022.zip","Plate005/009009.zip","Plate006/013016.zip","no","",""
"2025-11-05 16:46:39","Plate004/011010.zip","Plate007/003008.zip","Plate003/012020.zip","no","",""
"2025-11-05 16:46:43","Plate001/005007.zip","Plate005/011016.zip","Plate003/014001.zip","yes","C",""
"2025-11-05 16:46:47","Plate008/014019.zip","Plate003/016023.zip","Plate007/014020.zip","no","",""
"2025-11-05 16:46:51","Plate006/012006.zip","Plate008/016024.zip","Plate003/002020.zip","no","",""
"2025-11-05 16:46:54","Plate009/007010.zip","Plate007/014004.zip","Plate004/012016.zip","no","",""
"2025-11-05 16:46:59","Plate003/011008.zip","Plate006/008015.zip","Plate007/003011.zip","no","",""
"2025-11-05 16:47:03","Plate002/013015.zip","Plate008/005014.zip","Plate002/011020.zip","no","",""
"2025-11-05 16:47:06","Plate006/005015.zip","Plate001/016021.zip","Plate002/011008.zip","no","",""
"2025-11-05 16:48:15","Plate001/005013.zip","Plate003/013011.zip","Plate002/015022.zip","no","",""
"2025-11-05 16:48:19","Plate002/006017.zip","Plate008/002004.zip","Plate008/005022.zip","no","",""
"2025-11-05 16:48:22","Plate001/001012.zip","Plate009/007022.zip","Plate008/003003.zip","no","",""
"2025-11-05 16:48:31","Plate002/011020.zip","Plate004/007018.zip","Plate003/014007.zip","no","",""
"2025-11-05 16:48:34","Plate003/015012.zip","Plate004/012019.zip","Plate006/015011.zip","no","",""
"2025-11-05 16:48:37","Plate008/013007.zip","Plate006/005008.zip","Plate005/003010.zip","no","",""
"2025-11-05 16:48:41","Plate002/006016.zip","Plate004/004013.zip","Plate003/001023.zip","no","",""
"2025-11-05 16:48:46","Plate002/005007.zip","Plate006/006007.zip","Plate003/002020.zip","no","",""
"2025-11-05 16:48:53","Plate008/010020.zip","Plate009/008013.zip","Plate008/004023.zip","yes","C",""
"2025-11-05 16:49:04","Plate006/006001.zip","Plate009/015015.zip","Plate001/009017.zip","yes","both","equal"
"2025-11-05 16:49:08","Plate006/005014.zip","Plate007/009011.zip","Plate002/006022.zip","no","",""
"2025-11-05 16:49:12","Plate005/008009.zip","Plate001/003017.zip","Plate005/016009.zip","no","",""
"2025-11-05 16:49:15","Plate004/009014.zip","Plate001/016001.zip","Plate008/011015.zip","no","",""
"2025-11-05 16:49:22","Plate005/001018.zip","Plate003/010015.zip","Plate005/008013.zip","yes","B",""
"2025-11-05 16:49:30","Plate001/002020.zip","Plate003/005017.zip","Plate002/005024.zip","yes","C",""
"2025-11-05 16:49:35","Plate008/014015.zip","Plate006/006008.zip","Plate001/014005.zip","no","",""
"2025-11-05 16:49:38","Plate003/001012.zip","Plate003/015003.zip","Plate005/001020.zip","no","",""
"2025-11-05 16:49:41","Plate007/006003.zip","Plate002/011004.zip","Plate006/015016.zip","no","",""
"2025-11-05 16:49:45","Plate007/013010.zip","Plate001/011021.zip","Plate005/001001.zip","no","",""
"2025-11-05 16:49:49","Plate009/009003.zip","Plate009/013016.zip","Plate001/005019.zip","no","",""
"2025-11-05 16:49:55","Plate003/008024.zip","Plate004/016019.zip","Plate007/014018.zip","yes","both","equal"
"2025-11-05 16:50:01","Plate003/016007.zip","Plate005/016005.zip","Plate008/013008.zip","no","",""
"2025-11-05 16:50:06","Plate006/006015.zip","Plate009/011003.zip","Plate001/001005.zip","no","",""
"2025-11-05 16:50:10","Plate007/012012.zip","Plate007/009006.zip","Plate002/001019.zip","no","",""
"2025-11-05 16:50:15","Plate004/007001.zip","Plate008/001013.zip","Plate006/003024.zip","yes","both","different"
"2025-11-05 16:50:27","Plate003/004023.zip","Plate005/005007.zip","Plate004/009007.zip","yes","both","equal"
"2025-11-05 16:50:34","Plate009/010013.zip","Plate001/015023.zip","Plate008/005012.zip","yes","B",""
"2025-11-05 16:50:43","Plate008/014009.zip","Plate009/001018.zip","Plate007/005008.zip","no","",""
"2025-11-05 16:50:48","Plate002/011019.zip","Plate009/014001.zip","Plate007/013014.zip","yes","B",""
"2025-11-05 16:50:57","Plate002/011016.zip","Plate002/016024.zip","Plate001/012002.zip","yes","both","different"
"2025-11-05 16:51:08","Plate008/001021.zip","Plate006/007016.zip","Plate007/007014.zip","no","",""
"2025-11-05 16:51:18","Plate002/004002.zip","Plate001/011023.zip","Plate006/006022.zip","yes","both","different"
"2025-11-05 16:51:24","Plate005/016008.zip","Plate005/008014.zip","Plate004/003011.zip","no","",""
"2025-11-05 16:51:27","Plate001/002016.zip","Plate002/009006.zip","Plate003/009020.zip","no","",""
"2025-11-05 16:51:30","Plate005/011018.zip","Plate005/004012.zip","Plate008/002008.zip","no","",""
"2025-11-05 16:51:33","Plate001/002014.zip","Plate005/007005.zip","Plate007/016010.zip","no","",""
"2025-11-05 16:51:35","Plate008/005022.zip","Plate009/002007.zip","Plate005/005011.zip","no","",""
"2025-11-05 16:51:38","Plate001/003003.zip","Plate001/003005.zip","Plate005/011020.zip","no","",""
"2025-11-05 16:51:42","Plate008/008010.zip","Plate001/015017.zip","Plate004/012020.zip","no","",""
"2025-11-05 16:51:48","Plate006/006020.zip","Plate001/013021.zip","Plate008/015001.zip","yes","C",""
"2025-11-05 16:51:54","Plate003/014020.zip","Plate009/001022.zip","Plate009/016001.zip","no","",""
"2025-11-05 16:51:59","Plate004/015007.zip","Plate006/005001.zip","Plate009/016007.zip","yes","B",""
"2025-11-05 16:52:09","Plate005/016001.zip","Plate003/015006.zip","Plate005/012002.zip","yes","C",""
"2025-11-05 16:52:17","Plate004/015016.zip","Plate003/008012.zip","Plate006/007003.zip","no","",""
"2025-11-05 16:52:20","Plate003/003017.zip","Plate009/009017.zip","Plate005/001008.zip","no","",""
"2025-11-05 16:52:23","Plate007/002005.zip","Plate006/006010.zip","Plate005/011022.zip","no","",""
"2025-11-05 16:52:26","Plate007/008005.zip","Plate001/005011.zip","Plate006/011012.zip","no","",""
"2025-11-05 16:52:30","Plate002/013011.zip","Plate009/011001.zip","Plate007/007013.zip","yes","B",""
"2025-11-05 16:54:05","Plate006/010020.zip","Plate001/014008.zip","Plate005/015006.zip","no","",""
"2025-11-05 16:54:09","Plate005/006012.zip","Plate004/014007.zip","Plate007/013010.zip","no","",""
"2025-11-05 16:54:13","Plate001/008010.zip","Plate003/002003.zip","Plate008/006012.zip","no","",""
"2025-11-05 16:54:17","Plate008/003003.zip","Plate008/001018.zip","Plate005/010011.zip","no","",""
"2025-11-05 16:54:19","Plate008/011001.zip","Plate004/001015.zip","Plate006/009014.zip","no","",""
"2025-11-05 16:54:23","Plate002/007005.zip","Plate001/012010.zip","Plate004/012019.zip","no","",""
"2025-11-05 16:54:26","Plate009/002004.zip","Plate009/011015.zip","Plate003/009003.zip","no","",""
"2025-11-05 16:54:37","Plate004/009009.zip","Plate002/005009.zip","Plate008/001014.zip","yes","C",""
"2025-11-05 16:55:10","Plate006/002010.zip","Plate003/009007.zip","Plate003/012023.zip","yes","C",""
"2025-11-05 16:55:13","Plate006/015004.zip","Plate008/007005.zip","Plate009/012006.zip","no","",""
"2025-11-05 16:55:17","Plate006/005003.zip","Plate001/002010.zip","Plate008/014022.zip","no","",""
"2025-11-05 16:55:22","Plate001/012007.zip","Plate006/013014.zip","Plate007/008002.zip","yes","C",""
"2025-11-05 16:55:28","Plate005/001014.zip","Plate001/010002.zip","Plate003/002024.zip","yes","B",""
"2025-11-05 16:55:32","Plate006/011006.zip","Plate005/002019.zip","Plate007/014020.zip","no","",""
"2025-11-05 16:55:38","Plate006/013011.zip","Plate003/007003.zip","Plate003/007006.zip","no","",""
"2025-11-05 16:55:46","Plate002/008002.zip","Plate008/012003.zip","Plate001/013015.zip","yes","both","equal"
"2025-11-05 16:55:58","Plate004/003013.zip","Plate009/016003.zip","Plate009/009024.zip","yes","C",""
"2025-11-05 16:56:06","Plate002/007022.zip","Plate004/007022.zip","Plate008/005004.zip","no","",""
"2025-11-05 16:56:11","Plate008/016014.zip","Plate009/002003.zip","Plate008/011014.zip","no","",""
"2025-11-05 16:56:19","Plate006/004004.zip","Plate009/011022.zip","Plate005/010008.zip","yes","both","equal"
"2025-11-05 16:56:32","Plate009/001009.zip","Plate001/012020.zip","Plate001/016005.zip","yes","both","equal"
"2025-11-05 16:56:38","Plate001/012015.zip","Plate002/002020.zip","Plate006/005023.zip","yes","both","different"
"2025-11-05 16:56:46","Plate009/010017.zip","Plate001/001003.zip","Plate003/014017.zip","no","",""
"2025-11-05 16:56:49","Plate008/008022.zip","Plate001/016002.zip","Plate007/009010.zip","no","",""
"2025-11-05 16:56:53","Plate001/011019.zip","Plate003/015008.zip","Plate001/001011.zip","no","",""
"2025-11-05 16:56:56","Plate002/004007.zip","Plate009/013005.zip","Plate003/016011.zip","no","",""
"2025-11-05 16:56:58","Plate007/001014.zip","Plate003/007006.zip","Plate008/003016.zip","no","",""
"2025-11-05 16:57:01","Plate002/007013.zip","Plate007/013001.zip","Plate005/002019.zip","no","",""
"2025-11-05 16:57:04","Plate006/003009.zip","Plate004/007009.zip","Plate005/013009.zip","no","",""
"2025-11-05 16:57:07","Plate001/004011.zip","Plate008/008017.zip","Plate007/011021.zip","no","",""
"2025-11-05 16:57:12","Plate006/007004.zip","Plate003/015003.zip","Plate003/009020.zip","no","",""
"2025-11-05 16:57:15","Plate006/009021.zip","Plate007/001002.zip","Plate001/007020.zip","no","",""
"2025-11-05 16:57:19","Plate002/004004.zip","Plate001/001011.zip","Plate004/010002.zip","yes","C",""
"2025-11-05 16:57:24","Plate001/009021.zip","Plate009/003021.zip","Plate005/011014.zip","no","",""
"2025-11-05 16:57:32","Plate004/005024.zip","Plate009/005016.zip","Plate002/003009.zip","yes","both","equal"
"2025-11-05 16:57:43","Plate008/010023.zip","Plate008/014002.zip","Plate001/013005.zip","yes","C",""
"2025-11-05 16:57:47","Plate007/008011.zip","Plate006/007005.zip","Plate001/001024.zip","no","",""
"2025-11-05 16:57:50","Plate001/005021.zip","Plate004/007007.zip","Plate004/015010.zip","no","",""
"2025-11-05 16:58:01","Plate007/006023.zip","Plate003/012008.zip","Plate006/010014.zip","yes","both","equal"
"2025-11-05 16:58:07","Plate008/013017.zip","Plate006/016021.zip","Plate007/005022.zip","no","",""
"2025-11-05 16:58:10","Plate009/002018.zip","Plate007/013007.zip","Plate005/001003.zip","no","",""
"2025-11-05 16:58:13","Plate004/008016.zip","Plate007/005020.zip","Plate004/006016.zip","no","",""
"2025-11-05 16:58:17","Plate006/014014.zip","Plate006/008011.zip","Plate002/001009.zip","no","",""
"2025-11-05 16:58:23","Plate006/013012.zip","Plate002/006014.zip","Plate009/012023.zip","yes","C",""
"2025-11-05 16:58:28","Plate008/014021.zip","Plate001/008015.zip","Plate001/007007.zip","no","",""
"2025-11-05 16:58:38","Plate008/014015.zip","Plate002/005012.zip","Plate001/001001.zip","no","",""
"2025-11-05 16:58:42","Plate006/013023.zip","Plate002/016015.zip","Plate004/014001.zip","yes","C",""
"2025-11-05 16:58:46","Plate002/013013.zip","Plate002/016010.zip","Plate004/007011.zip","no","",""
"2025-11-05 16:58:52","Plate007/015023.zip","Plate003/008005.zip","Plate001/004008.zip","yes","both","equal"
"2025-11-05 16:58:57","Plate004/009004.zip","Plate006/007006.zip","Plate005/016018.zip","no","",""
"2025-11-05 16:59:02","Plate005/015016.zip","Plate006/011005.zip","Plate001/008007.zip","no","",""
"2025-11-05 16:59:10","Plate007/010002.zip","Plate008/002022.zip","Plate008/014007.zip","yes","both","equal"
"2025-11-05 16:59:33","Plate001/002019.zip","Plate008/011001.zip","Plate004/006011.zip","yes","B",""
"2025-11-05 16:59:38","Plate008/005012.zip","Plate006/014002.zip","Plate006/003013.zip","yes","B",""
"2025-11-05 16:59:42","Plate003/001014.zip","Plate005/008004.zip","Plate003/003002.zip","yes","C",""
"2025-11-05 16:59:46","Plate008/006019.zip","Plate005/007016.zip","Plate005/009008.zip","no","",""
"2025-11-05 16:59:50","Plate006/003007.zip","Plate005/002010.zip","Plate006/003023.zip","yes","C",""
"2025-11-05 16:59:54","Plate008/009019.zip","Plate004/005016.zip","Plate007/001021.zip","no","",""
"2025-11-05 16:59:57","Plate005/004022.zip","Plate002/007009.zip","Plate002/001002.zip","no","",""
"2025-11-05 17:00:00","Plate005/001014.zip","Plate003/006008.zip","Plate007/001013.zip","no","",""
"2025-11-05 17:00:04","Plate003/012008.zip","Plate005/001015.zip","Plate006/013009.zip","no","",""
"2025-11-05 17:00:07","Plate005/008003.zip","Plate009/015013.zip","Plate002/015007.zip","no","",""
